check_id	category	target_path	status	expected	observed	residual_note	severity
CP-109	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_orchestrator_result.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_orchestrator_result.tsv	PASS	count/order/core_fields_consistent	json_count=8,tsv_count=8,mismatch_count=0		BLOCKING
CP-110	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_orchestrator_subcheck_summary.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_orchestrator_subcheck_summary.tsv	PASS	count/order/core_fields_consistent	json_count=8,tsv_count=8,mismatch_count=0		BLOCKING
CP-111	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_summary_dashboard.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z009_local_acceptance_summary_dashboard.tsv	PASS	count/order/core_fields_consistent	json_count=14,tsv_count=14,mismatch_count=0		BLOCKING
CP-112	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_browser_login_manual_precondition_checklist.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_browser_login_manual_precondition_checklist.tsv	PASS	count/order/core_fields_consistent	json_count=9,tsv_count=9,mismatch_count=0	order key not found; order check skipped	BLOCKING
CP-113	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_acceptance_handoff_overview.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_acceptance_handoff_overview.tsv	PASS	count/order/core_fields_consistent	json_count=10,tsv_count=10,mismatch_count=0		BLOCKING
CP-114	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_acceptance_runbook_index.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_acceptance_runbook_index.tsv	PASS	count/order/core_fields_consistent	json_count=10,tsv_count=10,mismatch_count=0		BLOCKING
CP-115	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_evidence_file_map.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_local_evidence_file_map.tsv	PASS	count/order/core_fields_consistent	json_count=80,tsv_count=80,mismatch_count=0		BLOCKING
CP-116	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_residual_risk_and_blocker_matrix.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z010_residual_risk_and_blocker_matrix.tsv	PASS	count/order/core_fields_consistent	json_count=8,tsv_count=8,mismatch_count=0		BLOCKING
CP-117	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z011_automation_stability_policy_matrix.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z011_automation_stability_policy_matrix.tsv	PASS	count/order/core_fields_consistent	json_count=6,tsv_count=6,mismatch_count=0		BLOCKING
CP-118	json_tsv_alignment	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z011_local_acceptance_entrypoint_index.json <-> /Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/z011_local_acceptance_entrypoint_index.tsv	PASS	count/order/core_fields_consistent	json_count=10,tsv_count=10,mismatch_count=0		BLOCKING
CP-119	state_anchor	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z009b_19_final_local_status_refresh.json	PASS	z009_orchestrator_local_closed=true,z009_orchestrator_closed_mode=SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL,full_browser_route_smoke_closed=false,skipped_script_id=Z008-SCRIPT-005,skipped_reason=login_state_env_missing:Z009_BROWSER_LOGIN_READY,state_hold.production_readback_ready=false,state_hold.go_live_ready=false,state_hold.project_completion_claimed=false,state_hold.remote_lifecycle_parked=true	z009_orchestrator_local_closed=true,z009_orchestrator_closed_mode=SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL,full_browser_route_smoke_closed=false,skipped_script_id=Z008-SCRIPT-005,skipped_reason=login_state_env_missing:Z009_BROWSER_LOGIN_READY,state_hold.production_readback_ready=false,state_hold.go_live_ready=false,state_hold.project_completion_claimed=false,state_hold.remote_lifecycle_parked=true		BLOCKING
CP-120	state_anchor	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z010b_10_final_local_status_refresh.json	PASS	z010_documentation_mainline_local_closed=true,z010_handoff_docs_committed=true,full_browser_route_smoke_closed=false,state_hold.production_readback_ready=false,state_hold.go_live_ready=false,state_hold.project_completion_claimed=false,state_hold.remote_lifecycle_parked=true	z010_documentation_mainline_local_closed=true,z010_handoff_docs_committed=true,full_browser_route_smoke_closed=false,state_hold.production_readback_ready=false,state_hold.go_live_ready=false,state_hold.project_completion_claimed=false,state_hold.remote_lifecycle_parked=true		BLOCKING
CP-121	state_anchor	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z011b_01_gap_closure_candidate_pool.json	PASS	full_browser_route_smoke_closed=false,state_hold.production_readback_ready=false,state_hold.go_live_ready=false,state_hold.project_completion_claimed=false,state_hold.remote_lifecycle_parked=true	full_browser_route_smoke_closed=false,state_hold.production_readback_ready=false,state_hold.go_live_ready=false,state_hold.project_completion_claimed=false,state_hold.remote_lifecycle_parked=true		BLOCKING
CP-122	state_anchor	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/task_z009b_13_skip_aware_final_status_anchor.json	PASS	z009_orchestrator_local_closed=true,z009_orchestrator_closed_mode=SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL,full_browser_route_smoke_closed=false,skipped_script_id=Z008-SCRIPT-005,skipped_reason=login_state_env_missing:Z009_BROWSER_LOGIN_READY,production_readback_ready=false,go_live_ready=false,project_completion_claimed=false,remote_lifecycle_parked=true	z009_orchestrator_local_closed=true,z009_orchestrator_closed_mode=SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL,full_browser_route_smoke_closed=false,skipped_script_id=Z008-SCRIPT-005,skipped_reason=login_state_env_missing:Z009_BROWSER_LOGIN_READY,production_readback_ready=false,go_live_ready=false,project_completion_claimed=false,remote_lifecycle_parked=true		BLOCKING
CP-123	keyword_presence	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/LOCAL_ACCEPTANCE_README.md	PASS	contains:SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL	contains=True	SKIP_AWARE_LOCAL_CLOSED_WITH_RESIDUAL	BLOCKING
CP-124	keyword_presence	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/LOCAL_ACCEPTANCE_README.md	PASS	contains:full_browser_route_smoke_closed=false	contains=True	full_browser_route_smoke_closed=false	BLOCKING
CP-125	keyword_presence	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/LOCAL_ACCEPTANCE_README.md	PASS	contains:Z008-SCRIPT-005=SKIPPED_BY_BOUNDARY	contains=True	Z008-SCRIPT-005=SKIPPED_BY_BOUNDARY	BLOCKING
CP-126	keyword_presence	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/Z010_本地验收交接包总览.md	PASS	contains:remote_lifecycle_parked=true	contains=True	remote_lifecycle_parked=true	BLOCKING
CP-127	keyword_presence	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/Z010_残余风险与外部阻断说明.md	PASS	contains:Z009_BROWSER_LOGIN_READY	contains=True	Z009_BROWSER_LOGIN_READY	BLOCKING
CP-128	keyword_presence	/Users/hh/Desktop/领意服装管理系统/04_测试与验收/测试证据/z008_local_acceptance_automation/Z011_自动化稳定性与复跑规范.md	PASS	contains:SKIPPED_BY_BOUNDARY	contains=True	SKIPPED_BY_BOUNDARY	BLOCKING
CP-129	sensitive_scan	/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z005B-03-IMPL_readback前置链路最小实现与回归报告.md;/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z005B-12-IMPL_warehouse_readback_static_fallback最小实现与回归报告.md;/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z005B-24_Z005本地readback最终锚定提交后归档报告.md;/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z006B-03-IMPL_warehouse_adapter_contract_fixture最小实现与回归报告.md;/Users/hh/Desktop/领意服装管理系统/03_需求与设计/02_开发计划/TASK-Z006B-09-IMPL_warehouse_permission_mode_readback_matrix最小实现与回归报告.md...	PASS	sensitive_pattern_hit_count=0	sensitive_pattern_hit_count=0		BLOCKING
CP-130	git_gate	git diff --cached --name-only	PASS	<empty>	<empty>	git_cached_diff_empty	BLOCKING
CP-131	git_gate	git diff --name-only -- 06_前端 07_后端	PASS	<empty>	<empty>	git_product_backend_diff_empty	BLOCKING
CP-132	git_gate	git diff --cached --check	PASS	<empty>	<empty>	git_cached_check_pass	BLOCKING
CP-133	git_gate	git diff --check	PASS	<empty>	<empty>	git_worktree_check_pass	BLOCKING
CP-134	git_gate	git tag --points-at HEAD	PASS	<empty>	<empty>	tag_at_head_empty	BLOCKING
CP-135	git_gate	git branch -r --contains HEAD	PASS	<empty>	<empty>	remote_contains_head_empty	BLOCKING
CP-136	git_gate	gh pr list --head codex/sprint4-seal --json number,title,state,url	PASS	[]	[]	pr_list	BLOCKING
